count,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,dayofweek,hour
45,4,0,1,3,20.5,24.24,100,12.998,2011,12,6,1,15
88,4,0,1,3,18.86,22.725,100,16.9979,2011,12,6,1,16
262,4,0,1,2,18.86,22.725,100,15.0013,2011,12,6,1,17
304,4,0,1,2,18.86,22.725,100,19.0012,2011,12,6,1,18
233,4,0,1,3,18.86,22.725,100,19.9995,2011,12,6,1,19
110,4,0,1,3,18.86,22.725,100,19.9995,2011,12,6,1,20
114,4,0,1,2,18.04,21.97,100,12.998,2011,12,6,1,21
87,4,0,1,3,18.86,22.725,100,11.0014,2011,12,6,1,22
53,4,0,1,3,18.86,22.725,100,11.0014,2011,12,6,1,23
33,4,0,1,1,18.04,21.97,100,12.998,2011,12,7,2,0
13,4,0,1,2,18.86,22.725,100,16.9979,2011,12,7,2,1
6,4,0,1,3,18.86,22.725,100,15.0013,2011,12,7,2,2
3,4,0,1,3,18.86,22.725,100,15.0013,2011,12,7,2,3
1,4,0,1,3,18.86,22.725,100,11.0014,2011,12,7,2,4
3,4,0,1,3,18.86,22.725,100,11.0014,2011,12,7,2,5
18,4,0,1,3,19.68,23.485,100,27.9993,2011,12,7,2,6
46,4,0,1,3,18.04,21.97,100,7.0015,2011,12,7,2,7
86,4,0,1,3,18.04,21.97,100,0.0,2011,12,7,2,8
64,4,0,1,3,18.04,21.97,100,16.9979,2011,12,7,2,9
33,4,0,1,3,18.04,21.97,100,6.0032,2011,12,7,2,10
50,4,0,1,3,18.04,21.97,100,6.0032,2011,12,7,2,11
33,4,0,1,3,18.04,21.97,100,8.9981,2011,12,7,2,12
33,4,0,1,3,18.04,21.97,100,12.998,2011,12,7,2,13
25,4,0,1,3,18.04,21.97,100,12.998,2011,12,7,2,14
30,4,0,1,3,17.22,21.21,94,15.0013,2011,12,7,2,15
31,4,0,1,3,17.22,21.21,94,12.998,2011,12,7,2,16
52,4,0,1,3,16.4,20.455,100,22.0028,2011,12,7,2,17
51,4,0,1,3,16.4,20.455,94,19.9995,2011,12,7,2,18
33,4,0,1,3,13.94,14.395,87,43.0006,2011,12,7,2,19
26,4,0,1,3,13.94,14.395,87,43.0006,2011,12,7,2,20
6,4,0,1,3,12.3,12.88,87,35.0008,2011,12,7,2,21
13,4,0,1,3,9.84,9.85,93,30.0026,2011,12,7,2,22
16,4,0,1,1,9.84,10.605,93,26.0027,2011,12,7,2,23
21,4,0,1,2,10.66,11.365,87,19.9995,2011,12,8,3,0
7,4,0,1,1,10.66,11.365,81,23.9994,2011,12,8,3,1
4,4,0,1,1,11.48,13.635,65,15.0013,2011,12,8,3,2
1,4,0,1,1,10.66,11.365,60,19.9995,2011,12,8,3,3
2,4,0,1,2,9.84,9.85,60,31.0009,2011,12,8,3,4
12,4,0,1,1,9.02,10.605,64,15.0013,2011,12,8,3,5
71,4,0,1,1,9.02,10.605,55,19.0012,2011,12,8,3,6
244,4,0,1,1,9.02,10.605,60,15.0013,2011,12,8,3,7
429,4,0,1,1,9.02,10.605,55,19.0012,2011,12,8,3,8
225,4,0,1,1,9.84,10.605,52,26.0027,2011,12,8,3,9
110,4,0,1,1,10.66,11.365,52,22.0028,2011,12,8,3,10
106,4,0,1,1,11.48,13.635,52,16.9979,2011,12,8,3,11
156,4,0,1,1,11.48,12.88,52,22.0028,2011,12,8,3,12
124,4,0,1,1,12.3,13.635,49,23.9994,2011,12,8,3,13
137,4,0,1,1,13.12,15.15,45,16.9979,2011,12,8,3,14
117,4,0,1,1,13.12,16.665,45,8.9981,2011,12,8,3,15
208,4,0,1,1,13.12,15.91,45,12.998,2011,12,8,3,16
331,4,0,1,1,12.3,15.91,49,7.0015,2011,12,8,3,17
318,4,0,1,1,11.48,13.635,52,15.0013,2011,12,8,3,18
232,4,0,1,1,10.66,13.635,56,7.0015,2011,12,8,3,19
175,4,0,1,1,10.66,13.635,60,7.0015,2011,12,8,3,20
139,4,0,1,1,11.48,15.15,61,6.0032,2011,12,8,3,21
92,4,0,1,1,10.66,13.635,65,8.9981,2011,12,8,3,22
61,4,0,1,1,9.84,12.88,70,7.0015,2011,12,8,3,23
34,4,0,1,1,9.84,14.395,65,0.0,2011,12,9,4,0
14,4,0,1,1,9.84,14.395,65,0.0,2011,12,9,4,1
12,4,0,1,1,9.84,14.395,70,0.0,2011,12,9,4,2
6,4,0,1,1,9.02,13.635,80,0.0,2011,12,9,4,3
2,4,0,1,1,9.02,13.635,80,0.0,2011,12,9,4,4
20,4,0,1,1,9.02,13.635,80,0.0,2011,12,9,4,5
63,4,0,1,1,9.02,12.88,80,6.0032,2011,12,9,4,6
199,4,0,1,1,9.02,12.88,75,6.0032,2011,12,9,4,7
385,4,0,1,1,9.84,14.395,81,0.0,2011,12,9,4,8
264,4,0,1,1,10.66,14.395,81,6.0032,2011,12,9,4,9
126,4,0,1,2,12.3,15.15,70,11.0014,2011,12,9,4,10
136,4,0,1,1,13.12,15.15,70,16.9979,2011,12,9,4,11
173,4,0,1,1,14.76,16.665,57,19.9995,2011,12,9,4,12
168,4,0,1,1,15.58,19.695,50,12.998,2011,12,9,4,13
187,4,0,1,1,15.58,19.695,46,19.0012,2011,12,9,4,14
189,4,0,1,1,15.58,19.695,46,19.0012,2011,12,9,4,15
250,4,0,1,1,14.76,17.425,62,8.9981,2011,12,9,4,16
362,4,0,1,1,13.94,17.425,66,7.0015,2011,12,9,4,17
318,4,0,1,1,13.94,18.18,61,0.0,2011,12,9,4,18
199,4,0,1,1,13.94,18.18,61,0.0,2011,12,9,4,19
150,4,0,1,1,12.3,16.665,81,0.0,2011,12,9,4,20
140,4,0,1,1,12.3,16.665,75,0.0,2011,12,9,4,21
129,4,0,1,1,11.48,15.91,87,0.0,2011,12,9,4,22
94,4,0,1,1,11.48,15.91,81,0.0,2011,12,9,4,23
77,4,0,0,2,10.66,13.635,81,7.0015,2011,12,10,5,0
66,4,0,0,2,10.66,12.88,70,11.0014,2011,12,10,5,1
60,4,0,0,2,11.48,15.15,61,6.0032,2011,12,10,5,2
25,4,0,0,2,11.48,15.15,61,6.0032,2011,12,10,5,3
3,4,0,0,2,10.66,13.635,65,7.0015,2011,12,10,5,4
6,4,0,0,1,10.66,12.88,60,11.0014,2011,12,10,5,5
11,4,0,0,1,9.84,12.88,65,7.0015,2011,12,10,5,6
11,4,0,0,1,9.84,11.365,65,12.998,2011,12,10,5,7
73,4,0,0,1,10.66,13.635,65,8.9981,2011,12,10,5,8
149,4,0,0,1,11.48,12.88,61,19.0012,2011,12,10,5,9
192,4,0,0,1,13.12,15.15,57,16.9979,2011,12,10,5,10
236,4,0,0,1,13.12,14.395,53,27.9993,2011,12,10,5,11
283,4,0,0,1,13.12,14.395,45,27.9993,2011,12,10,5,12
286,4,0,0,1,13.94,15.15,34,27.9993,2011,12,10,5,13
293,4,0,0,1,13.94,15.15,31,22.0028,2011,12,10,5,14
299,4,0,0,1,13.94,15.15,34,23.9994,2011,12,10,5,15
241,4,0,0,1,13.12,14.395,31,26.0027,2011,12,10,5,16
185,4,0,0,1,11.48,12.88,36,22.0028,2011,12,10,5,17
172,4,0,0,1,10.66,12.88,38,15.0013,2011,12,10,5,18
154,4,0,0,1,10.66,12.12,38,19.0012,2011,12,10,5,19
124,4,0,0,1,9.84,11.365,35,15.0013,2011,12,10,5,20
83,4,0,0,1,9.02,10.605,44,15.0013,2011,12,10,5,21
95,4,0,0,1,9.02,11.365,41,8.9981,2011,12,10,5,22
66,4,0,0,1,8.2,10.605,47,11.0014,2011,12,10,5,23
74,4,0,0,1,8.2,9.85,51,15.0013,2011,12,11,6,0
62,4,0,0,1,6.56,7.575,59,15.0013,2011,12,11,6,1
52,4,0,0,1,7.38,8.335,55,16.9979,2011,12,11,6,2
19,4,0,0,1,6.56,9.09,59,8.9981,2011,12,11,6,3
5,4,0,0,1,6.56,8.335,59,11.0014,2011,12,11,6,4
6,4,0,0,1,7.38,10.605,59,7.0015,2011,12,11,6,5
10,4,0,0,1,6.56,11.365,59,0.0,2011,12,11,6,6
31,4,0,0,1,7.38,12.12,55,0.0,2011,12,11,6,7
72,4,0,0,1,6.56,11.365,69,0.0,2011,12,11,6,8
107,4,0,0,1,8.2,12.88,59,0.0,2011,12,11,6,9
194,4,0,0,1,9.84,14.395,44,0.0,2011,12,11,6,10
197,4,0,0,1,10.66,15.15,35,0.0,2011,12,11,6,11
288,4,0,0,1,10.66,15.15,35,0.0,2011,12,11,6,12
268,4,0,0,1,12.3,16.665,31,0.0,2011,12,11,6,13
242,4,0,0,1,12.3,16.665,28,0.0,2011,12,11,6,14
266,4,0,0,1,12.3,16.665,26,0.0,2011,12,11,6,15
206,4,0,0,1,12.3,16.665,26,0.0,2011,12,11,6,16
163,4,0,0,1,11.48,15.91,30,0.0,2011,12,11,6,17
163,4,0,0,1,9.84,11.365,48,12.998,2011,12,11,6,18
105,4,0,0,1,9.02,11.365,55,12.998,2011,12,11,6,19
72,4,0,0,1,9.02,12.12,55,7.0015,2011,12,11,6,20
63,4,0,0,1,9.02,13.635,55,0.0,2011,12,11,6,21
43,4,0,0,1,9.02,13.635,55,0.0,2011,12,11,6,22
35,4,0,0,1,8.2,12.88,69,0.0,2011,12,11,6,23
20,4,0,1,1,8.2,11.365,69,6.0032,2011,12,12,0,0
9,4,0,1,1,8.2,12.88,69,0.0,2011,12,12,0,1
4,4,0,1,1,8.2,12.88,69,0.0,2011,12,12,0,2
2,4,0,1,1,7.38,12.12,74,0.0,2011,12,12,0,3
3,4,0,1,1,7.38,12.12,74,0.0,2011,12,12,0,4
21,4,0,1,1,6.56,11.365,80,0.0,2011,12,12,0,5
64,4,0,1,1,6.56,9.09,80,7.0015,2011,12,12,0,6
235,4,0,1,1,5.74,7.575,86,8.9981,2011,12,12,0,7
385,4,0,1,2,6.56,9.09,80,7.0015,2011,12,12,0,8
220,4,0,1,2,7.38,10.605,74,6.0032,2011,12,12,0,9
105,4,0,1,2,9.02,12.12,69,7.0015,2011,12,12,0,10
115,4,0,1,2,10.66,14.395,60,6.0032,2011,12,12,0,11
145,4,0,1,1,11.48,14.395,52,7.0015,2011,12,12,0,12
166,4,0,1,2,12.3,15.91,52,7.0015,2011,12,12,0,13
111,4,0,1,2,13.12,16.665,53,8.9981,2011,12,12,0,14
132,4,0,1,2,13.12,16.665,57,7.0015,2011,12,12,0,15
214,4,0,1,2,13.12,16.665,57,6.0032,2011,12,12,0,16
359,4,0,1,2,12.3,16.665,56,0.0,2011,12,12,0,17
357,4,0,1,1,12.3,15.91,56,6.0032,2011,12,12,0,18
241,4,0,1,1,11.48,15.15,61,6.0032,2011,12,12,0,19
165,4,0,1,1,12.3,15.91,56,6.0032,2011,12,12,0,20
121,4,0,1,1,10.66,15.15,81,0.0,2011,12,12,0,21
71,4,0,1,1,10.66,15.15,70,0.0,2011,12,12,0,22
45,4,0,1,1,9.84,14.395,75,0.0,2011,12,12,0,23
17,4,0,1,1,9.02,13.635,80,0.0,2011,12,13,1,0
4,4,0,1,1,8.2,12.88,80,0.0,2011,12,13,1,1
2,4,0,1,1,8.2,12.88,80,0.0,2011,12,13,1,2
3,4,0,1,1,7.38,12.12,80,0.0,2011,12,13,1,3
4,4,0,1,1,8.2,12.88,80,0.0,2011,12,13,1,4
20,4,0,1,1,7.38,12.12,86,0.0,2011,12,13,1,5
92,4,0,1,1,8.2,12.88,80,0.0,2011,12,13,1,6
223,4,0,1,1,6.56,8.335,80,11.0014,2011,12,13,1,7
400,4,0,1,1,8.2,11.365,69,7.0015,2011,12,13,1,8
233,4,0,1,1,10.66,12.88,60,11.0014,2011,12,13,1,9
102,4,0,1,1,12.3,15.15,52,11.0014,2011,12,13,1,10
124,4,0,1,1,13.94,15.91,46,16.9979,2011,12,13,1,11
167,4,0,1,1,14.76,16.665,43,23.9994,2011,12,13,1,12
127,4,0,1,1,16.4,20.455,37,22.0028,2011,12,13,1,13
134,4,0,1,1,16.4,20.455,37,16.9979,2011,12,13,1,14
151,4,0,1,1,16.4,20.455,35,16.9979,2011,12,13,1,15
207,4,0,1,1,15.58,19.695,37,16.9979,2011,12,13,1,16
398,4,0,1,1,14.76,17.425,40,12.998,2011,12,13,1,17
382,4,0,1,1,13.94,15.91,42,15.0013,2011,12,13,1,18
267,4,0,1,1,13.12,15.91,49,11.0014,2011,12,13,1,19
161,4,0,1,1,13.12,15.91,49,11.0014,2011,12,13,1,20
139,4,0,1,1,12.3,15.15,52,11.0014,2011,12,13,1,21
107,4,0,1,1,12.3,15.15,52,11.0014,2011,12,13,1,22
59,4,0,1,1,10.66,15.15,70,0.0,2011,12,13,1,23
22,4,0,1,1,10.66,15.15,75,0.0,2011,12,14,2,0
8,4,0,1,1,10.66,15.15,75,0.0,2011,12,14,2,1
2,4,0,1,1,10.66,15.15,75,0.0,2011,12,14,2,2
3,4,0,1,1,11.48,15.91,65,0.0,2011,12,14,2,3
4,4,0,1,1,10.66,15.15,75,0.0,2011,12,14,2,4
26,4,0,1,2,10.66,15.15,81,0.0,2011,12,14,2,5
87,4,0,1,2,10.66,15.15,87,0.0,2011,12,14,2,6
247,4,0,1,1,11.48,15.91,75,0.0,2011,12,14,2,7
467,4,0,1,2,10.66,15.15,87,0.0,2011,12,14,2,8
239,4,0,1,2,12.3,16.665,61,0.0,2011,12,14,2,9
142,4,0,1,2,13.12,17.425,57,0.0,2011,12,14,2,10
115,4,0,1,2,13.94,18.18,55,0.0,2011,12,14,2,11
144,4,0,1,2,14.76,18.18,57,6.0032,2011,12,14,2,12
133,4,0,1,2,14.76,18.18,57,7.0015,2011,12,14,2,13
151,4,0,1,2,15.58,19.695,54,6.0032,2011,12,14,2,14
167,4,0,1,2,15.58,19.695,54,7.0015,2011,12,14,2,15
245,4,0,1,2,15.58,19.695,54,7.0015,2011,12,14,2,16
396,4,0,1,2,14.76,18.18,57,7.0015,2011,12,14,2,17
390,4,0,1,2,14.76,17.425,62,11.0014,2011,12,14,2,18
268,4,0,1,2,14.76,18.18,62,7.0015,2011,12,14,2,19
175,4,0,1,2,13.94,17.425,66,7.0015,2011,12,14,2,20
154,4,0,1,2,13.94,16.665,66,11.0014,2011,12,14,2,21
104,4,0,1,1,13.94,16.665,66,11.0014,2011,12,14,2,22
51,4,0,1,1,13.12,15.91,70,11.0014,2011,12,14,2,23
50,4,0,1,1,13.12,15.91,70,11.0014,2011,12,15,3,0
20,4,0,1,2,13.12,15.91,70,11.0014,2011,12,15,3,1
7,4,0,1,2,13.12,16.665,70,8.9981,2011,12,15,3,2
3,4,0,1,2,13.12,16.665,70,8.9981,2011,12,15,3,3
6,4,0,1,2,13.12,15.15,70,15.0013,2011,12,15,3,4
24,4,0,1,2,13.12,15.15,70,19.0012,2011,12,15,3,5
92,4,0,1,1,13.12,15.91,66,12.998,2011,12,15,3,6
258,4,0,1,1,13.12,15.91,70,12.998,2011,12,15,3,7
457,4,0,1,2,13.94,15.91,66,15.0013,2011,12,15,3,8
280,4,0,1,2,14.76,16.665,62,19.0012,2011,12,15,3,9
109,4,0,1,2,16.4,20.455,58,19.9995,2011,12,15,3,10
135,4,0,1,2,16.4,20.455,62,27.9993,2011,12,15,3,11
157,4,0,1,2,18.86,22.725,59,32.9975,2011,12,15,3,12
164,4,0,1,2,20.5,24.24,55,23.9994,2011,12,15,3,13
132,4,0,1,2,21.32,25.0,52,22.0028,2011,12,15,3,14
82,4,0,1,3,21.32,25.0,55,15.0013,2011,12,15,3,15
131,4,0,1,3,18.86,22.725,72,11.0014,2011,12,15,3,16
324,4,0,1,2,21.32,25.0,59,19.0012,2011,12,15,3,17
377,4,0,1,2,21.32,25.0,59,19.9995,2011,12,15,3,18
287,4,0,1,2,21.32,25.0,59,19.0012,2011,12,15,3,19
221,4,0,1,1,21.32,25.0,59,22.0028,2011,12,15,3,20
155,4,0,1,1,20.5,24.24,63,19.9995,2011,12,15,3,21
124,4,0,1,1,21.32,25.0,63,22.0028,2011,12,15,3,22
114,4,0,1,1,21.32,25.0,63,22.0028,2011,12,15,3,23
72,4,0,1,1,20.5,24.24,72,22.0028,2011,12,16,4,0
31,4,0,1,1,20.5,24.24,72,15.0013,2011,12,16,4,1
23,4,0,1,1,19.68,23.485,77,7.0015,2011,12,16,4,2
5,4,0,1,1,18.86,22.725,82,8.9981,2011,12,16,4,3
5,4,0,1,2,20.5,24.24,59,12.998,2011,12,16,4,4
26,4,0,1,1,19.68,23.485,44,26.0027,2011,12,16,4,5
82,4,0,1,2,18.04,21.97,33,19.9995,2011,12,16,4,6
231,4,0,1,2,15.58,19.695,46,19.9995,2011,12,16,4,7
459,4,0,1,1,14.76,16.665,46,27.9993,2011,12,16,4,8
243,4,0,1,1,14.76,16.665,46,26.0027,2011,12,16,4,9
132,4,0,1,1,13.94,15.15,46,19.9995,2011,12,16,4,10
144,4,0,1,2,13.94,15.15,42,19.9995,2011,12,16,4,11
173,4,0,1,2,13.94,15.15,42,23.9994,2011,12,16,4,12
137,4,0,1,2,13.94,15.15,39,23.9994,2011,12,16,4,13
128,4,0,1,2,13.94,15.91,42,15.0013,2011,12,16,4,14
153,4,0,1,2,13.12,15.15,45,19.9995,2011,12,16,4,15
224,4,0,1,2,13.12,15.15,45,15.0013,2011,12,16,4,16
365,4,0,1,2,13.12,15.15,45,19.0012,2011,12,16,4,17
295,4,0,1,2,13.12,15.15,45,16.9979,2011,12,16,4,18
214,4,0,1,2,13.12,15.15,45,15.0013,2011,12,16,4,19
152,4,0,1,2,13.12,15.91,45,12.998,2011,12,16,4,20
102,4,0,1,2,13.12,15.91,45,11.0014,2011,12,16,4,21
106,4,0,1,2,12.3,15.15,49,11.0014,2011,12,16,4,22
75,4,0,1,2,12.3,15.15,49,8.9981,2011,12,16,4,23
62,4,0,0,1,12.3,14.395,49,19.0012,2011,12,17,5,0
43,4,0,0,2,12.3,14.395,52,16.9979,2011,12,17,5,1
58,4,0,0,2,11.48,13.635,56,15.0013,2011,12,17,5,2
26,4,0,0,1,10.66,12.88,60,12.998,2011,12,17,5,3
9,4,0,0,1,9.84,12.12,65,11.0014,2011,12,17,5,4
9,4,0,0,2,10.66,12.88,60,12.998,2011,12,17,5,5
17,4,0,0,2,10.66,12.12,56,19.0012,2011,12,17,5,6
20,4,0,0,2,10.66,12.88,56,15.0013,2011,12,17,5,7
59,4,0,0,2,10.66,12.88,56,15.0013,2011,12,17,5,8
100,4,0,0,2,10.66,12.12,56,16.9979,2011,12,17,5,9
181,4,0,0,2,10.66,12.12,52,19.0012,2011,12,17,5,10
209,4,0,0,2,11.48,12.88,45,22.0028,2011,12,17,5,11
244,4,0,0,2,11.48,12.88,45,19.0012,2011,12,17,5,12
236,4,0,0,2,11.48,13.635,48,16.9979,2011,12,17,5,13
237,4,0,0,1,11.48,12.88,45,23.9994,2011,12,17,5,14
228,4,0,0,1,11.48,12.88,45,19.0012,2011,12,17,5,15
222,4,0,0,1,11.48,13.635,45,15.0013,2011,12,17,5,16
165,4,0,0,1,10.66,12.88,48,15.0013,2011,12,17,5,17
157,4,0,0,1,10.66,11.365,48,26.0027,2011,12,17,5,18
106,4,0,0,3,9.84,10.605,65,22.0028,2011,12,17,5,19
106,4,0,0,1,9.02,10.605,69,16.9979,2011,12,17,5,20
96,4,0,0,1,8.2,10.605,75,11.0014,2011,12,17,5,21
80,4,0,0,1,8.2,10.605,75,11.0014,2011,12,17,5,22
69,4,0,0,1,8.2,11.365,75,0.0,2011,12,17,5,23
71,4,0,0,1,8.2,10.605,75,8.9981,2011,12,18,6,0
46,4,0,0,1,8.2,11.365,69,7.0015,2011,12,18,6,1
41,4,0,0,1,9.02,12.12,55,7.0015,2011,12,18,6,2
18,4,0,0,1,9.02,10.605,55,15.0013,2011,12,18,6,3
1,4,0,0,1,9.02,10.605,55,15.0013,2011,12,18,6,4
5,4,0,0,1,8.2,11.365,59,7.0015,2011,12,18,6,5
3,4,0,0,1,8.2,10.605,59,8.9981,2011,12,18,6,6
12,4,0,0,1,8.2,10.605,59,11.0014,2011,12,18,6,7
32,4,0,0,1,8.2,12.88,69,0.0,2011,12,18,6,8
81,4,0,0,1,9.02,11.365,64,11.0014,2011,12,18,6,9
129,4,0,0,1,9.84,11.365,60,16.9979,2011,12,18,6,10
188,4,0,0,2,9.84,11.365,60,15.0013,2011,12,18,6,11
228,4,0,0,1,10.66,12.88,60,15.0013,2011,12,18,6,12
228,4,0,0,1,12.3,13.635,49,19.9995,2011,12,18,6,13
219,4,0,0,1,12.3,14.395,49,19.0012,2011,12,18,6,14
207,4,0,0,1,13.12,15.15,45,19.0012,2011,12,18,6,15
234,4,0,0,1,11.48,13.635,48,16.9979,2011,12,18,6,16
136,4,0,0,1,11.48,13.635,46,11.0014,2011,12,18,6,17
138,4,0,0,1,11.48,13.635,45,12.998,2011,12,18,6,18
135,4,0,0,1,10.66,13.635,52,8.9981,2011,12,18,6,19
104,4,0,0,1,9.84,12.88,60,7.0015,2011,12,18,6,20
89,4,0,0,1,9.02,13.635,64,0.0,2011,12,18,6,21
49,4,0,0,1,9.02,11.365,75,12.998,2011,12,18,6,22
37,4,0,0,1,8.2,11.365,75,7.0015,2011,12,18,6,23
17,4,0,1,1,8.2,11.365,75,6.0032,2011,12,19,0,0
11,4,0,1,1,7.38,10.605,80,6.0032,2011,12,19,0,1
3,4,0,1,1,7.38,10.605,80,6.0032,2011,12,19,0,2
3,4,0,1,1,6.56,9.85,86,6.0032,2011,12,19,0,3
4,4,0,1,1,6.56,9.09,86,8.9981,2011,12,19,0,4
21,4,0,1,1,5.74,8.335,93,7.0015,2011,12,19,0,5
68,4,0,1,1,6.56,9.09,86,7.0015,2011,12,19,0,6
191,4,0,1,1,7.38,10.605,74,7.0015,2011,12,19,0,7
397,4,0,1,1,8.2,9.85,75,12.998,2011,12,19,0,8
183,4,0,1,1,9.02,10.605,69,15.0013,2011,12,19,0,9
108,4,0,1,1,9.84,11.365,67,12.998,2011,12,19,0,10
127,4,0,1,1,10.66,12.12,65,16.9979,2011,12,19,0,11
141,4,0,1,1,12.3,13.635,61,22.0028,2011,12,19,0,12
142,4,0,1,1,13.94,15.15,49,22.0028,2011,12,19,0,13
137,4,0,1,1,14.76,17.425,46,15.0013,2011,12,19,0,14
159,4,0,1,1,15.58,19.695,46,11.0014,2011,12,19,0,15
208,4,0,1,1,16.4,20.455,40,16.9979,2011,12,19,0,16
378,4,0,1,1,15.58,19.695,46,12.998,2011,12,19,0,17
354,4,0,1,1,14.76,17.425,50,12.998,2011,12,19,0,18
251,4,0,1,2,14.76,17.425,53,11.0014,2011,12,19,0,19
206,4,0,1,1,16.4,20.455,40,11.0014,2011,12,19,0,20
127,4,0,1,2,14.76,17.425,53,8.9981,2011,12,19,0,21
107,4,0,1,2,14.76,17.425,57,11.0014,2011,12,19,0,22
60,4,0,1,1,14.76,17.425,53,11.0014,2011,12,19,0,23
48,1,0,0,1,14.76,18.94,66,0.0,2012,1,1,6,0
93,1,0,0,1,14.76,17.425,66,8.9981,2012,1,1,6,1
75,1,0,0,1,13.12,17.425,76,0.0,2012,1,1,6,2
52,1,0,0,1,12.3,16.665,81,0.0,2012,1,1,6,3
8,1,0,0,1,11.48,15.15,81,6.0032,2012,1,1,6,4
5,1,0,0,1,11.48,14.395,81,7.0015,2012,1,1,6,5
2,1,0,0,1,10.66,13.635,93,8.9981,2012,1,1,6,6
7,1,0,0,1,10.66,12.88,93,11.0014,2012,1,1,6,7
14,1,0,0,1,10.66,13.635,87,7.0015,2012,1,1,6,8
40,1,0,0,1,10.66,13.635,93,7.0015,2012,1,1,6,9
70,1,0,0,1,12.3,15.91,81,7.0015,2012,1,1,6,10
138,1,0,0,1,13.94,16.665,76,8.9981,2012,1,1,6,11
201,1,0,0,1,16.4,20.455,62,19.0012,2012,1,1,6,12
223,1,0,0,1,17.22,21.21,58,19.0012,2012,1,1,6,13
267,1,0,0,1,18.04,21.97,54,19.9995,2012,1,1,6,14
265,1,0,0,1,18.86,22.725,51,19.9995,2012,1,1,6,15
215,1,0,0,2,18.04,21.97,54,19.9995,2012,1,1,6,16
111,1,0,0,2,19.68,23.485,48,11.0014,2012,1,1,6,17
106,1,0,0,3,18.86,22.725,59,16.9979,2012,1,1,6,18
105,1,0,0,3,17.22,21.21,67,26.0027,2012,1,1,6,19
83,1,0,0,2,18.04,21.97,62,19.9995,2012,1,1,6,20
71,1,0,0,2,18.04,21.97,67,16.9979,2012,1,1,6,21
66,1,0,0,1,18.86,22.725,55,27.9993,2012,1,1,6,22
29,1,0,0,1,18.04,21.97,51,19.9995,2012,1,1,6,23
39,1,1,0,1,16.4,20.455,40,31.0009,2012,1,2,0,0
12,1,1,0,1,14.76,16.665,43,27.9993,2012,1,2,0,1
7,1,1,0,1,14.76,15.91,34,30.0026,2012,1,2,0,2
4,1,1,0,1,11.48,12.88,45,22.0028,2012,1,2,0,4
4,1,1,0,1,11.48,12.88,45,22.0028,2012,1,2,0,5
14,1,1,0,1,10.66,11.365,41,26.0027,2012,1,2,0,6
16,1,1,0,1,9.84,10.605,32,26.0027,2012,1,2,0,7
53,1,1,0,1,9.84,11.365,35,16.9979,2012,1,2,0,8
68,1,1,0,1,9.84,12.88,35,0.0,2012,1,2,0,9
109,1,1,0,1,10.66,12.12,35,19.0012,2012,1,2,0,10
175,1,1,0,1,10.66,10.605,35,32.9975,2012,1,2,0,11
202,1,1,0,1,11.48,13.635,36,16.9979,2012,1,2,0,12
176,1,1,0,1,12.3,13.635,36,19.9995,2012,1,2,0,13
151,1,1,0,1,12.3,13.635,36,27.9993,2012,1,2,0,14
168,1,1,0,1,11.48,12.12,38,30.0026,2012,1,2,0,15
154,1,1,0,1,10.66,11.365,35,27.9993,2012,1,2,0,16
153,1,1,0,1,10.66,11.365,35,26.0027,2012,1,2,0,17
126,1,1,0,1,10.66,12.12,33,16.9979,2012,1,2,0,18
93,1,1,0,1,9.84,11.365,38,15.0013,2012,1,2,0,19
88,1,1,0,1,9.84,11.365,41,15.0013,2012,1,2,0,20
66,1,1,0,2,9.84,10.605,41,22.0028,2012,1,2,0,21
39,1,1,0,2,9.02,10.605,44,19.0012,2012,1,2,0,22
34,1,1,0,1,9.02,10.605,44,16.9979,2012,1,2,0,23
13,1,0,1,1,8.2,9.85,51,16.9979,2012,1,3,1,0
6,1,0,1,1,7.38,9.09,55,15.0013,2012,1,3,1,1
3,1,0,1,1,7.38,8.335,51,16.9979,2012,1,3,1,2
2,1,0,1,1,6.56,6.82,55,19.0012,2012,1,3,1,3
5,1,0,1,1,6.56,7.575,55,16.9979,2012,1,3,1,4
12,1,0,1,1,5.74,6.82,54,12.998,2012,1,3,1,5
85,1,0,1,1,5.74,6.06,59,19.0012,2012,1,3,1,6
170,1,0,1,1,5.74,6.06,59,16.9979,2012,1,3,1,7
354,1,0,1,1,6.56,6.82,55,19.0012,2012,1,3,1,8
153,1,0,1,1,6.56,6.82,50,19.0012,2012,1,3,1,9
60,1,0,1,1,6.56,6.06,47,31.0009,2012,1,3,1,10
75,1,0,1,1,7.38,6.82,37,35.0008,2012,1,3,1,11
74,1,0,1,1,7.38,6.82,37,35.0008,2012,1,3,1,12
73,1,0,1,1,7.38,6.06,34,43.9989,2012,1,3,1,13
79,1,0,1,1,6.56,6.06,43,35.0008,2012,1,3,1,14
77,1,0,1,1,6.56,6.06,37,27.9993,2012,1,3,1,15
136,1,0,1,1,5.74,4.545,39,39.0007,2012,1,3,1,16
245,1,0,1,1,5.74,5.305,26,31.0009,2012,1,3,1,17
224,1,0,1,1,5.74,4.545,26,35.0008,2012,1,3,1,18
156,1,0,1,1,4.92,4.545,28,27.9993,2012,1,3,1,19
115,1,0,1,1,4.92,6.06,33,16.9979,2012,1,3,1,20
68,1,0,1,1,4.1,5.305,36,15.0013,2012,1,3,1,21
